epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,26656.5,3.13222,4.86496,5.05074,1.44983,0.55532,0.43574,0.44351,0.16985,0.53881,0.39105,0.39435,0.13753,3.61592,5.76973,5.90006,1.75019,0.000674649,0.000674649,0.000674649
124,26843.8,3.13139,4.87341,5.00486,1.44304,0.551,0.42767,0.43771,0.16593,0.52732,0.38565,0.38794,0.13431,3.64332,5.82938,5.93968,1.76954,0.00066006,0.00066006,0.00066006
125,27056.4,3.12892,4.87244,4.98345,1.43555,0.55106,0.42701,0.43597,0.16333,0.52867,0.38303,0.38461,0.13049,3.66379,5.82584,5.96613,1.77451,0.000645557,0.000645557,0.000645557
126,27275.2,3.10336,4.83485,4.95528,1.43904,0.55303,0.4345,0.44141,0.16695,0.53008,0.38624,0.38858,0.1331,3.62773,5.80798,5.89688,1.7669,0.000631143,0.000631143,0.000631143
127,27489.6,3.10815,4.84161,4.9661,1.43796,0.55103,0.42992,0.43886,0.16655,0.52919,0.39086,0.3919,0.13672,3.64072,5.79299,5.90077,1.76078,0.000616824,0.000616824,0.000616824
128,27710,3.11057,4.85193,4.97523,1.44226,0.54508,0.4246,0.43284,0.16062,0.52378,0.37659,0.37772,0.12783,3.70509,5.91806,5.97913,1.7928,0.000602601,0.000602601,0.000602601
129,27921.9,3.10766,4.83367,4.92528,1.42988,0.55881,0.42329,0.43537,0.16297,0.53229,0.37554,0.37914,0.12929,3.68655,5.87965,5.91716,1.7809,0.000588479,0.000588479,0.000588479
130,28107.1,3.09035,4.82128,4.91784,1.42449,0.54762,0.4215,0.43342,0.16342,0.52306,0.38278,0.38588,0.13328,3.65641,5.85028,5.93926,1.77171,0.00057446,0.00057446,0.00057446
131,28320.6,3.0865,4.80725,4.89496,1.42451,0.56043,0.42576,0.43719,0.16527,0.53203,0.38278,0.38722,0.13365,3.64874,5.82223,5.92981,1.76765,0.000560549,0.000560549,0.000560549
132,28514.4,3.09701,4.84473,4.93186,1.43884,0.55292,0.428,0.43727,0.16445,0.5342,0.38604,0.38796,0.13351,3.65289,5.83097,5.93933,1.7562,0.000546749,0.000546749,0.000546749
133,28714.5,3.09496,4.82318,4.90542,1.42962,0.55285,0.42565,0.43558,0.16373,0.52801,0.37989,0.38096,0.13082,3.67287,5.88805,5.93486,1.77257,0.000533064,0.000533064,0.000533064
134,28919.4,3.09241,4.82772,4.87084,1.42364,0.55045,0.42148,0.43074,0.16094,0.52521,0.37427,0.37444,0.12747,3.70082,5.93348,5.93678,1.7873,0.000519496,0.000519496,0.000519496
135,29132.8,3.08791,4.81463,4.87648,1.43122,0.54124,0.41055,0.42243,0.15734,0.51861,0.36288,0.36705,0.12453,3.7136,5.94049,5.99621,1.7937,0.000506049,0.000506049,0.000506049
136,29337,3.08539,4.80456,4.88181,1.4218,0.55287,0.42502,0.43388,0.16186,0.52892,0.3788,0.38036,0.12908,3.68688,5.90961,5.95338,1.78794,0.000492726,0.000492726,0.000492726
137,29544.1,3.0658,4.79999,4.83844,1.42185,0.55064,0.4283,0.43544,0.16371,0.52842,0.38287,0.38326,0.13177,3.66221,5.87282,5.9593,1.76842,0.000479531,0.000479531,0.000479531
138,29759.2,3.06629,4.77686,4.83153,1.41481,0.5514,0.4306,0.43745,0.16479,0.52923,0.38687,0.3861,0.13299,3.66448,5.8623,5.89126,1.77056,0.000466467,0.000466467,0.000466467
139,29935.6,3.07675,4.81185,4.85769,1.41819,0.55442,0.41786,0.43283,0.16255,0.53687,0.3721,0.37941,0.12955,3.68804,5.87951,5.93815,1.77541,0.000453537,0.000453537,0.000453537
140,30144.6,3.04985,4.78706,4.79347,1.41301,0.55358,0.43095,0.44057,0.1656,0.53463,0.3897,0.39177,0.13488,3.67392,5.86559,5.89824,1.76766,0.000440745,0.000440745,0.000440745
141,30349.4,3.06633,4.79006,4.83361,1.42303,0.54887,0.4222,0.4329,0.16253,0.52217,0.37932,0.37957,0.13001,3.68291,5.9021,5.9113,1.77402,0.000428093,0.000428093,0.000428093
142,30549.5,3.06177,4.78007,4.78802,1.41156,0.54705,0.425,0.43287,0.16163,0.52368,0.38107,0.38014,0.12922,3.69057,5.907,5.93144,1.77514,0.000415584,0.000415584,0.000415584
143,30757.9,3.0464,4.77373,4.78501,1.41168,0.54981,0.42975,0.43713,0.16357,0.52669,0.3853,0.38482,0.13123,3.67598,5.8758,5.92438,1.77245,0.000403222,0.000403222,0.000403222
144,30978.1,3.04874,4.77518,4.77728,1.40947,0.5532,0.42355,0.43328,0.16193,0.52661,0.38361,0.3823,0.13024,3.69093,5.8928,5.92491,1.77886,0.00039101,0.00039101,0.00039101
145,31198.5,3.04868,4.7612,4.773,1.41154,0.54964,0.41867,0.4296,0.16045,0.52707,0.37415,0.37742,0.12884,3.69276,5.89414,5.95242,1.78537,0.00037895,0.00037895,0.00037895
146,31415.5,3.04926,4.75457,4.75942,1.40407,0.55143,0.42905,0.43613,0.16318,0.52809,0.38582,0.38546,0.13225,3.68726,5.88312,5.91108,1.78018,0.000367046,0.000367046,0.000367046
147,31615.2,3.04485,4.76035,4.75437,1.40146,0.56177,0.4322,0.44094,0.16462,0.53638,0.39113,0.39058,0.1336,3.6714,5.84946,5.8941,1.78276,0.000355301,0.000355301,0.000355301
148,31806,3.03474,4.75983,4.75299,1.40969,0.54625,0.42397,0.43221,0.16162,0.52483,0.38044,0.38033,0.12992,3.69115,5.89191,5.91934,1.78161,0.000343718,0.000343718,0.000343718
149,31989.7,3.0378,4.73901,4.74565,1.40907,0.55262,0.42758,0.43508,0.1625,0.53124,0.3851,0.3865,0.13221,3.69204,5.87361,5.89594,1.78037,0.000332298,0.000332298,0.000332298
150,32204.1,3.0358,4.75971,4.72159,1.40299,0.54576,0.42938,0.43314,0.16129,0.52365,0.38408,0.38256,0.13051,3.70412,5.91093,5.90601,1.78905,0.000321046,0.000321046,0.000321046
151,32425.8,3.02423,4.73903,4.69021,1.39686,0.55343,0.42999,0.43692,0.16347,0.53353,0.38348,0.38531,0.13208,3.68,5.87081,5.8836,1.77252,0.000309964,0.000309964,0.000309964
152,32605.7,3.02382,4.74126,4.7096,1.4005,0.54934,0.42112,0.42942,0.15911,0.52926,0.37626,0.37755,0.12818,3.72712,5.93998,5.91726,1.78856,0.000299055,0.000299055,0.000299055
153,32824.5,3.02415,4.73839,4.70593,1.39616,0.55187,0.42571,0.43477,0.16176,0.53251,0.38202,0.38355,0.13027,3.70656,5.90965,5.89469,1.784,0.000288321,0.000288321,0.000288321
154,33037.1,3.00699,4.72732,4.68206,1.39602,0.55109,0.42684,0.43428,0.16185,0.52927,0.383,0.38191,0.12992,3.70549,5.91309,5.88286,1.79014,0.000277765,0.000277765,0.000277765
155,33242.3,3.00007,4.69691,4.65537,1.39606,0.54672,0.42377,0.43097,0.15985,0.52913,0.38037,0.38306,0.13063,3.70995,5.90437,5.9131,1.78942,0.00026739,0.00026739,0.00026739
156,33454.1,3.01023,4.7248,4.67691,1.40061,0.54904,0.42169,0.42855,0.15822,0.52662,0.37547,0.37725,0.12778,3.73301,5.95565,5.93241,1.79922,0.000257198,0.000257198,0.000257198
157,33673.8,3.02225,4.7459,4.67224,1.39838,0.5476,0.42012,0.42846,0.15925,0.52695,0.37523,0.37673,0.12808,3.71555,5.93356,5.92558,1.79433,0.000247192,0.000247192,0.000247192
158,33889.1,3.00085,4.71161,4.63369,1.38738,0.54854,0.42489,0.43165,0.16087,0.53337,0.37733,0.38135,0.13027,3.70802,5.91816,5.91255,1.78591,0.000237374,0.000237374,0.000237374
159,34081.5,3.00614,4.7018,4.64724,1.39063,0.5466,0.41972,0.42814,0.15946,0.52731,0.37453,0.3775,0.12903,3.7096,5.92044,5.94438,1.78391,0.000227747,0.000227747,0.000227747
160,34289.1,3.00249,4.70664,4.66953,1.39174,0.54331,0.425,0.4298,0.15957,0.52766,0.37626,0.37669,0.12816,3.71807,5.9419,5.93776,1.79038,0.000218312,0.000218312,0.000218312
161,34509.6,3.00513,4.72257,4.65445,1.3927,0.54463,0.42271,0.42872,0.15947,0.52652,0.376,0.37614,0.12794,3.72027,5.93466,5.93223,1.7916,0.000209073,0.000209073,0.000209073
162,34725.7,2.99271,4.68998,4.63605,1.38633,0.53963,0.41519,0.42208,0.15552,0.51779,0.37022,0.36966,0.12402,3.74844,5.96379,5.98245,1.80392,0.000200032,0.000200032,0.000200032
163,34928.7,2.9912,4.6903,4.64386,1.3913,0.5449,0.41966,0.42693,0.15773,0.5213,0.37803,0.37578,0.12742,3.7337,5.93876,5.96017,1.79558,0.00019119,0.00019119,0.00019119
164,35137.3,2.97696,4.68232,4.61868,1.38241,0.54699,0.41979,0.42764,0.1587,0.52475,0.37672,0.37569,0.12806,3.7217,5.93244,5.92972,1.7925,0.000182551,0.000182551,0.000182551
165,35333.7,2.98718,4.69493,4.62796,1.39096,0.54665,0.4232,0.42873,0.15864,0.52349,0.37663,0.37551,0.12776,3.73549,5.94847,5.91751,1.79947,0.000174115,0.000174115,0.000174115
166,35539.7,2.98898,4.69957,4.58739,1.38525,0.54907,0.42291,0.4294,0.1584,0.5266,0.37661,0.37551,0.12721,3.73785,5.95817,5.91758,1.80111,0.000165886,0.000165886,0.000165886
167,35755.4,2.98613,4.6847,4.63698,1.38672,0.54997,0.42066,0.42813,0.1583,0.5277,0.3772,0.37594,0.12697,3.72884,5.93138,5.92157,1.79503,0.000157865,0.000157865,0.000157865
168,35928.9,2.97488,4.69478,4.60258,1.38444,0.54785,0.4243,0.4296,0.15956,0.52917,0.37716,0.37924,0.12915,3.72454,5.94431,5.90958,1.79459,0.000150055,0.000150055,0.000150055
169,36100.4,2.98264,4.66935,4.60377,1.382,0.54808,0.42314,0.42751,0.15755,0.52562,0.37685,0.37595,0.1268,3.74038,5.96335,5.93254,1.7969,0.000142456,0.000142456,0.000142456
170,36303.2,2.9712,4.66789,4.56578,1.38013,0.54854,0.42231,0.4286,0.15945,0.53087,0.3772,0.37918,0.12924,3.71993,5.91944,5.92465,1.78887,0.000135072,0.000135072,0.000135072
171,36513.6,2.96808,4.64939,4.58038,1.38523,0.5454,0.42633,0.42889,0.15833,0.52352,0.38064,0.37784,0.12769,3.73136,5.93975,5.91825,1.79712,0.000127904,0.000127904,0.000127904
172,36728.9,2.97419,4.67377,4.58895,1.3835,0.54991,0.42595,0.43202,0.16094,0.52863,0.38296,0.38183,0.13011,3.71384,5.92082,5.89343,1.79436,0.000120953,0.000120953,0.000120953
173,36906.5,2.97627,4.66848,4.57908,1.38139,0.54536,0.42309,0.42773,0.15797,0.5218,0.38044,0.37764,0.12751,3.72394,5.9243,5.9274,1.79385,0.000114221,0.000114221,0.000114221
174,37120.5,2.96803,4.65591,4.55142,1.37817,0.54786,0.4237,0.42881,0.15874,0.52468,0.38117,0.37742,0.12766,3.72296,5.94115,5.9197,1.79637,0.000107711,0.000107711,0.000107711
175,37317.6,2.97335,4.6867,4.57968,1.38416,0.54648,0.42646,0.42965,0.15942,0.52356,0.38267,0.37827,0.12845,3.72613,5.929,5.91425,1.79757,0.000101423,0.000101423,0.000101423
176,37530.5,2.95956,4.64741,4.54652,1.37947,0.54501,0.42388,0.42719,0.15722,0.52074,0.38035,0.37475,0.12558,3.74335,5.95865,5.92924,1.80652,9.53593e-05,9.53593e-05,9.53593e-05
177,37749.2,2.95351,4.65008,4.52916,1.37559,0.54805,0.41931,0.42525,0.15643,0.52202,0.37508,0.37284,0.12474,3.73546,5.95485,5.94537,1.80269,8.95213e-05,8.95213e-05,8.95213e-05
178,37951.8,2.95442,4.65829,4.55085,1.37636,0.54705,0.42196,0.42818,0.15837,0.52524,0.37635,0.37462,0.12696,3.7221,5.92542,5.92721,1.79894,8.39104e-05,8.39104e-05,8.39104e-05
179,38155,2.98159,4.70308,4.57707,1.37981,0.54817,0.42171,0.42738,0.15784,0.52691,0.37735,0.37456,0.12639,3.73138,5.95187,5.91408,1.80047,7.8528e-05,7.8528e-05,7.8528e-05
180,38370.5,2.9559,4.6475,4.53895,1.37343,0.54763,0.42207,0.4271,0.15776,0.52793,0.37678,0.37576,0.12695,3.7376,5.96029,5.9178,1.79829,7.33755e-05,7.33755e-05,7.33755e-05
181,38591.1,2.95169,4.63894,4.53945,1.37214,0.54921,0.42482,0.42976,0.15923,0.52629,0.37969,0.37761,0.12837,3.73193,5.95209,5.90442,1.79445,6.8454e-05,6.8454e-05,6.8454e-05
182,38809.6,2.95105,4.6412,4.53575,1.37276,0.54892,0.42557,0.4293,0.15817,0.52174,0.38287,0.37794,0.12767,3.73568,5.95865,5.91344,1.79492,6.37649e-05,6.37649e-05,6.37649e-05
183,38999.1,2.94826,4.63809,4.53504,1.37172,0.54966,0.42377,0.42822,0.1579,0.52249,0.37832,0.37497,0.12684,3.73792,5.95473,5.91836,1.79657,5.93093e-05,5.93093e-05,5.93093e-05
184,39213.5,2.95757,4.64535,4.53532,1.37397,0.54732,0.42309,0.42718,0.15767,0.52414,0.37893,0.37532,0.12677,3.74087,5.96824,5.92178,1.79749,5.50882e-05,5.50882e-05,5.50882e-05
185,39430.5,2.94989,4.63878,4.54338,1.3758,0.54854,0.42401,0.42868,0.1576,0.52488,0.38042,0.37694,0.12713,3.74154,5.96492,5.91805,1.79926,5.11027e-05,5.11027e-05,5.11027e-05
186,39637.7,2.95557,4.64544,4.53202,1.3692,0.54804,0.42329,0.4279,0.15749,0.52147,0.38066,0.37614,0.1268,3.7466,5.97985,5.91518,1.80404,4.73538e-05,4.73538e-05,4.73538e-05
187,39851.1,2.94773,4.6471,4.52366,1.37407,0.54572,0.42318,0.42671,0.15679,0.51943,0.38,0.37398,0.12594,3.7529,5.9888,5.92039,1.8047,4.38424e-05,4.38424e-05,4.38424e-05
188,40070.9,2.95071,4.64601,4.5506,1.37933,0.55046,0.42399,0.42968,0.15856,0.52447,0.38204,0.37803,0.12785,3.73796,5.95705,5.90352,1.79964,4.05694e-05,4.05694e-05,4.05694e-05
189,40288.1,2.9652,4.65964,4.5291,1.37234,0.55123,0.42185,0.42744,0.1577,0.52141,0.37928,0.37566,0.12712,3.74228,5.96208,5.9166,1.80177,3.75356e-05,3.75356e-05,3.75356e-05
190,40493.1,2.94768,4.64073,4.51522,1.37225,0.55045,0.42036,0.42624,0.15724,0.5232,0.37801,0.37515,0.12705,3.74037,5.95838,5.92538,1.79763,3.47418e-05,3.47418e-05,3.47418e-05
191,40701.4,2.94705,4.64189,4.51265,1.37228,0.55134,0.42187,0.42694,0.15722,0.52455,0.37853,0.37627,0.12714,3.7445,5.96502,5.92244,1.80047,3.21885e-05,3.21885e-05,3.21885e-05
192,40924.5,2.95366,4.64789,4.51188,1.36871,0.54796,0.42119,0.42565,0.15693,0.52294,0.37786,0.37495,0.12651,3.74819,5.96772,5.93399,1.80279,2.98766e-05,2.98766e-05,2.98766e-05
193,41137.3,2.94066,4.63321,4.48753,1.36541,0.54792,0.4215,0.42596,0.15716,0.52383,0.37913,0.37562,0.12686,3.74601,5.96344,5.92852,1.80226,2.78064e-05,2.78064e-05,2.78064e-05
